filename,source_split,cancer,normal
bone-cancer_train_2_1658_png.rf.08c10a721d538fb1cebb338ad09691f6.jpg,train,1,0
94_JPG_jpg.rf.09c43bf408a556d1d6f0c1f2f39bbeff.jpg,train,1,0
pelvis_25_male_2_png.rf.09f58ed6d88c392b1e38e318c3e1397e.jpg,train,0,1
bone-cancer_test_200_png.rf.0a153620574b779e887aec991892b32b.jpg,train,1,0
bone-cancer_train_2_992_png.rf.0a296711f2145792044d53630e087880.jpg,train,1,0
IMG_7752_JPG_jpg.rf.0a3697b319322dfc96ad79ef18e83733.jpg,train,1,0
cervical-spine_12_png.rf.0a2ee67ecc284cb75e94afd92785b896.jpg,train,1,0
image-no551-normal-_png.rf.0a943dfc37196793a114849416f09a73.jpg,train,0,1
bone-cancer_train_2_1275_png.rf.0a31d472ab77361fbdd5d6af3a7db595.jpg,train,1,0
bone-cancer_train_2_161_png.rf.0a30394291b065f88523554acb30a85d.jpg,train,1,0
image-no341-normal-_png.rf.0a4914bead95dd3ea69855ad1e96e365.jpg,train,0,1
forearm_12_2_png.rf.0aa668ee51d97c0063ba2b450646a800.jpg,train,0,1
image-no277-normal-_png.rf.0a8b0e024076fa6037f26d1916341f39.jpg,train,0,1
image-no248-normal-_png.rf.0ab6f7f51829a434daead5af04d4123c.jpg,train,0,1
image-no274-normal-_png.rf.0aaf77b3e49fc8f0bbbd966c43b67f9e.jpg,train,0,1
bone-cancer_train_2_1738_png.rf.0aa3d14b1c50891bb51f0d94fc17097f.jpg,train,1,0
bone-cancer_train_2_445_png.rf.0addc74f65df818b09679d3ae2647e9f.jpg,train,1,0
IMG0000344_jpg.rf.0acb603dbf119e7216c163c244b11cba.jpg,train,0,1
image-no697-normal-_png.rf.0afffd27848a01998c5127679c97cbd3.jpg,train,0,1
IMG_6446_JPG_jpg.rf.0ad979aa6a32958f8fc4f6aadeedb444.jpg,train,1,0
IMG0000506_jpg.rf.0b12a8efd6ea2a7caaddbe243ed7fba4.jpg,train,0,1
image-no62-normal-_png.rf.0b223f5ddbd323771e77015a16b84d1d.jpg,train,0,1
bone-cancer_test_126_png.rf.0b1d33fa962d1b90f55b4768127a6483.jpg,train,1,0
bone-cancer_valid_2_414_png.rf.0b3101ab540c9743b1de33502034a704.jpg,train,1,0
bone-cancer_train_2_2285_png.rf.0b2a6912b16a704aea103405a3f5bd95.jpg,train,1,0
bone-cancer_valid_20_png.rf.0b3af25fb46b5115f196efb313f3b3f1.jpg,train,1,0
bone-cancer_train_2_1724_png.rf.0b37164fbfebf68ca3d79ed3cd53d7c1.jpg,train,1,0
IMG0000772_jpg.rf.0b687b3cc8d70bb404e9c14f9639e08a.jpg,train,0,1
foot_2_1_png.rf.0b302a2c85849c8966f0849b8095294e.jpg,train,0,1
IMG0000781_jpg.rf.0b675ed9b83b617e08314b8746f333b3.jpg,train,0,1
bone-cancer_valid_265_png.rf.0b89ee3baa1568178538ee15f7167051.jpg,train,1,0
foot_13_1_png.rf.0ba70de0604281d5d66aac0e7cf40be3.jpg,train,0,1
image-no78-normal-_png.rf.0b7175de73fa4756c1d21d81fce8e49a.jpg,train,0,1
IMG_4382_JPG_jpg.rf.0b6012ce51297593d97b0973b0c5692d.jpg,train,1,0
bone-cancer_train_2_2427_png.rf.0b9e2e8a180e159ff2560a678277524a.jpg,train,1,0
IMG0000441_jpg.rf.0baa93a15488d7976c663d601c6be5fc.jpg,train,0,1
IMG_7180_JPG_jpg.rf.0bdeb459fad25225549e2862b5c87f71.jpg,train,1,0
femur_ewing_8_PNG.rf.0bc06c5af2984dd3c9f3f9d0a3fc802d.jpg,train,1,0
IMG0000628_jpg.rf.0bc99754bba2921311f5adfd0ecb6ad2.jpg,train,0,1
IMG0000499_jpg.rf.0bdf27298f81fdd9310db0b0dc79f558.jpg,train,0,1
bone-cancer_train_2_2320_png.rf.0be4e8d297ca279e6e01d0841fd059cc.jpg,train,1,0
image-no644-normal-_png.rf.0be9be01189c0d6d54cce6065703f581.jpg,train,0,1
image-no592-normal-_png.rf.0be78ac8353dbb3ee1a8ceb89768cf93.jpg,train,0,1
bone-cancer_train_2_754_png.rf.0bf6266368a2b659460670332fc0aeb6.jpg,train,1,0
bone-cancer_train_2_918_png.rf.0c47c9973dabd34f0941463e5ff85ebb.jpg,train,1,0
IMG0000723_jpg.rf.0c2ebbdc1b27563a2f27687db1f454c5.jpg,train,0,1
bone-cancer_test_108_png.rf.0c48c5f97d26bf06669f2dc087bd79f7.jpg,train,1,0
IMG_2345_JPG_jpg.rf.0c3c8f597247010b4e3e44284b4ba8d4.jpg,train,1,0
image-no571-normal-_png.rf.0c5752cf2153db860e508464ee5405ae.jpg,train,0,1
image-no110-normal-_png.rf.0c5776e273f0bd3dd3ef959d5c67699a.jpg,train,0,1
bone-cancer_valid_2_203_png.rf.0bf588adc3b42c400a23f61d23ba9452.jpg,train,1,0
bone-cancer_train_2_1589_png.rf.0c5a6d048b0333ec5d6fb78be568b2e3.jpg,train,1,0
IMG0000041_jpg.rf.0c865ef76a0733102c78d730c84ffac5.jpg,train,0,1
image-no388-normal-_png.rf.0c5d1914115681a979335ff0d22cb670.jpg,train,0,1
IMG0000828_jpg.rf.0c74f1d1d9ab919c6002e1eba0152d43.jpg,train,0,1
ankle_2_2_png.rf.0c8cf2c7adff51c2dc2e18ddef0ce879.jpg,train,0,1
IMG_6641_JPG_jpg.rf.0c9fd341f71f5edee86b4727d1196001.jpg,train,1,0
bone-cancer_valid_2_440_png.rf.0cb3ba37281d2ac64323b1177033add2.jpg,train,1,0
femur_metastasis_9_PNG.rf.0c8fa0f351709ccbf1923b785aa68431.jpg,train,1,0
-55-_jpg.rf.0ca09338404c9bd5f9d7889019c0d52a.jpg,train,0,1
IMG0000354_jpg.rf.0cb931f5de67aae4f29ba63afb0f3ca0.jpg,train,0,1
IMG0000498_jpg.rf.0cae04976a07ebcea50f0003ff73e084.jpg,train,0,1
IMG0000888_jpg.rf.0caeedeb4cd4bb8824e51b0856cffafa.jpg,train,0,1
IMG0000780_jpg.rf.0cb73d108ae4e10dd34642f3c7c5c32b.jpg,train,0,1
32_JPG_jpg.rf.0cbe749b7df0fc1712a8041c4285a71d.jpg,train,1,0
bone-cancer_valid_2_152_png.rf.0cf96e92488bddaad28094938878b6c0.jpg,train,1,0
tibia_osteosarcoma_3_PNG.rf.0d07a9002b2f7c641dc4f223ca57f4f2.jpg,train,1,0
bone-cancer_train_2_1943_png.rf.0cfd7174ecd15acf56ce3d466cb92289.jpg,train,1,0
tf_4_1_png.rf.0d2ee8c9523b4d221b4aae350b2a1c99.jpg,train,0,1
IMG0000512_jpg.rf.0d6d49637804ca45e8cfd2537da71337.jpg,train,0,1
bone-cancer_train_2_425_png.rf.0cf844154f29db0c0754515764abfdc9.jpg,train,1,0
image-no660-normal-_png.rf.0d788b0567ebb8c23fda54c3066e880b.jpg,train,0,1
bone-cancer_train_2_1326_png.rf.0d55cb7f568baa71ffa151d37ed1a790.jpg,train,1,0
bone-cancer_valid_2_24_png.rf.0d75f9daf42569302bbee77d6d5ba103.jpg,train,1,0
foot_15_1_png.rf.0d8617e8d4b15d5dd6d825f869628c10.jpg,train,0,1
image-no542-normal-_png.rf.0d8128f2178b6af71543d4e4e9ef9b0c.jpg,train,0,1
173_JPG_jpg.rf.0d88e9c0b6c29db9b6653b1d98c0b11e.jpg,train,1,0
hand_7_1_png.rf.0d9a8bbcb9dd9ba01cddab912eb5385e.jpg,train,0,1
image-no369-normal-_png.rf.0dd49ca499b7237154418597ae4e92a4.jpg,train,0,1
bone-cancer_valid_117_png.rf.0dda6e07186755befa70dfa905edb0af.jpg,train,1,0
bone-cancer_test_193_png.rf.0da1c82eb87583e785bdf18735636fdd.jpg,train,1,0
IMG_1347_JPG_jpg.rf.0da938a8ca80170a9bc6238327709081.jpg,train,1,0
bone-cancer_valid_171_png.rf.0dafb8895939e7025a6c947902afa2f1.jpg,train,1,0
IMG0000894_jpg.rf.0e0387b98a259b0dea2131dac9924fc7.jpg,train,0,1
image-no570-normal-_png.rf.0db0dbc0fdc1aa95f3670f912b3e5ee5.jpg,train,0,1
bone-cancer_train_2_896_png.rf.0dd363fbbe425a49557f74aafc094f8c.jpg,train,1,0
chest_5_1_png.rf.0db39caabff570d4c6f7f7e9eebb5d3c.jpg,train,0,1
bone-cancer_valid_323_png.rf.0dd53c26b7ee91067921fc9c41ec7a7f.jpg,train,1,0
bone-cancer_train_2_1809_png.rf.0de9f74aa906b4005fcf744edb2b83cf.jpg,train,1,0
IMG_4055_JPG_jpg.rf.0df88b102fae6bd16528b783961e5d24.jpg,train,1,0
bone-cancer_train_2_1459_png.rf.0df2341cfe55e0790aa381562ea0ac02.jpg,train,1,0
image-no187-normal-_png.rf.0de1dbea261b2c741c7b5acbd543c88e.jpg,train,0,1
IMG0000766_jpg.rf.0e140afe4755b9d08a335078d730ddc8.jpg,train,0,1
IMG0000289_jpg.rf.0e17afcd3e4523c5da85602089280d53.jpg,train,0,1
IMG0000820_jpg.rf.0e1c573f6ddb666c9d847dadd25e57e3.jpg,train,0,1
pelvis_other_3_png.rf.0e20367799b797214067bc03b51fa5db.jpg,train,1,0
elbow_7_2_png.rf.0e7b77e96916541d5911157ec6ac8d2d.jpg,train,0,1
image-no353-normal-_png.rf.0e9d3afe138de1c2a88d7ebd50cfdc61.jpg,train,0,1
bone-cancer_train_2_1967_png.rf.0e86fb7d6efeffbde4b29640c234c56e.jpg,train,1,0
bone-cancer_train_2_2499_png.rf.0e983250de89859c893a1caefaa0ea51.jpg,train,1,0
pelvis_25_1_png.rf.0ef5d7e08b6a517d3fdb14e312b7c55a.jpg,train,0,1
image-no157-normal-_png.rf.0e98036175c656e807458de96ac3e017.jpg,train,0,1
bone-cancer_train_2_253_png.rf.0e8cba968767ddcc3e7314b8d6200528.jpg,train,1,0
IMG0000571_jpg.rf.0eca105e92963a84cc0f94011f265b3d.jpg,train,0,1
image-no435-normal-_png.rf.0ef62e685a00eb1adad87c1852c550db.jpg,train,0,1
bone-cancer_test_174_png.rf.0e3d5d7cbe07a1c2db42a722dbd6edfd.jpg,train,1,0
image-no544-normal-_png.rf.0f0954af00afe55702ce4e0720d91d16.jpg,train,0,1
image-no287-normal-_png.rf.0eac42155115a66d38d25d9be75714cd.jpg,train,0,1
bone-cancer_train_2_610_png.rf.0ed773b62886f8d03da13db76a9bb8a6.jpg,train,1,0
bone-cancer_train_2_419_png.rf.0f1328aa77bc77cf7203be9e32b9aade.jpg,train,1,0
IMG0000285_jpg.rf.0ebe479e780647ee57559b3ac1a02908.jpg,train,0,1
bone-cancer_train_2_2290_png.rf.0f00d86f0e839a96db34c8c9176d4582.jpg,train,1,0
istockphoto-1056726358-612x612_jpg.rf.0f30cb57330c61ab6f8375e374538aae.jpg,train,0,1
IMG0000690_jpg.rf.0f13dd0e6913cb0a892e5ab3b7386fab.jpg,train,0,1
IMG0000482_jpg.rf.0f20ffd99217017d118f94c4b45ca234.jpg,train,0,1
image-no345-normal-_png.rf.0f3446d8ef182ac4d9a56e38261cb6fe.jpg,train,0,1
IMG0000400_jpg.rf.0f3870648bb82d38e87008cdcd226789.jpg,train,0,1
bone-cancer_valid_25_png.rf.0f6dbfd9068130b03cb607aab3dca0e3.jpg,train,1,0
IMG0000782_jpg.rf.0fd9f37ad2830d129c82f073ec381152.jpg,train,0,1
tibia_other_10_PNG.rf.0f8221931baf8ffd7d2b0de0fd1b2cc0.jpg,train,1,0
IMG0000421_jpg.rf.0f70b49443f9d719a39952c8e3a8fcee.jpg,train,0,1
IMG0000430_jpg.rf.0f7969bf7e70a45be068443e9353a25c.jpg,train,0,1
hand_osteosarcoma_4_png.rf.0f706c05ae974f1063201d761792b337.jpg,train,1,0
IMG_8333_JPG_jpg.rf.10037279cccf09f30c665ae17fa805da.jpg,train,1,0
bone-cancer_train_2_2124_png.rf.0f9fae1ce49db13687f8200c96c84f1e.jpg,train,1,0
IMG0000500_jpg.rf.0ff1a9cff817ab65cba0ea7ce41d4cbb.jpg,train,0,1
IMG0000346_jpg.rf.0fb13dcccfb921c86da5f1063009026b.jpg,train,0,1
image-no549-normal-_png.rf.1054d4ddf429ae5e1061a7b6f0362240.jpg,train,0,1
bone-cancer_train_2_1953_png.rf.1057dd81171386195dee05e0a1137f40.jpg,train,1,0
bone-cancer_train_2_1325_png.rf.0f5fa49b4378528ccdc0eaf4ead8bf9c.jpg,train,1,0
bone-cancer_train_2_2098_png.rf.102d34952956a51afc3d219ef4d57ac4.jpg,train,1,0
bone-cancer_test_100_png.rf.103fa7f516ac5f02aff8cfb1ffe7f467.jpg,train,1,0
IMG0000421_jpg.rf.1058e6378dd2b0117c88502379c66ffc.jpg,train,0,1
bone-cancer_valid_2_117_png.rf.106f640b34169a78c4191a0a58e0a030.jpg,train,1,0
cervical-spine_16_png.rf.108d0cd121dd5bdb9b6e5a516fb7fffa.jpg,train,1,0
IMG0000716_jpg.rf.10ea5c8aa3aaf3ad2d699f54bf4b046f.jpg,train,0,1
bone-cancer_train_2_2208_png.rf.1112d0ca604acc4ca955e5404d10b41e.jpg,train,1,0
hand_3_2_png.rf.1140ee4a9f5ea809abd494087a54f193.jpg,train,0,1
IMG0000552_jpg.rf.10c062bdfdd370172f665ff65958a9e9.jpg,train,0,1
image-no339-normal-_png.rf.1124b5a865d7fb96e670dab7a4101299.jpg,train,0,1
bone-cancer_valid_107_png.rf.1116e542825ab14cdeddf4264f04516a.jpg,train,1,0
IMG0000636_jpg.rf.10b3865ed8c9c4da8d10a39655f7c887.jpg,train,0,1
bone-cancer_valid_124_png.rf.116b71fe4284b66cdbcff8595427d5a9.jpg,train,1,0
bone-cancer_train_2_1089_png.rf.10b7b3dbb332a5a9624834086dc9e688.jpg,train,1,0
image-no561-normal-_png.rf.10c8dda62885f96c4ad5b8d262821af0.jpg,train,0,1
download-39-_png.rf.1145d6eeb4ed3a533aa3d96dd44c5868.jpg,train,0,1
IMG0000498_jpg.rf.1120f6a0a56ecc0ffbdd3fc2455727ad.jpg,train,0,1
image-no675-normal-_png.rf.116401282f3b20f81de1bfd9e94e719f.jpg,train,0,1
IMG0000818_jpg.rf.114e527d7d180eb0e66477a626d6f3e2.jpg,train,0,1
bone-cancer_valid_147_png.rf.10f531ce65978fc37c39d36b303874fe.jpg,train,1,0
bone-cancer_valid_2_297_png.rf.1181df72313bbe2727f2dc29a89f53fd.jpg,train,1,0
femure_chondrosarcoma_10_PNG.rf.11387c52f4dc8edae331f61d27714694.jpg,train,1,0
bone-cancer_train_2_2396_png.rf.11872d68a3ed7682b753e55207500a34.jpg,train,1,0
humerus_4_1_png.rf.119acdabd2d6314cc34bc20713e45734.jpg,train,0,1
bone-cancer_test_168_png.rf.119fcac392860e6a627c78acfc65e92f.jpg,train,1,0
IMG0000835_jpg.rf.122124b4831345effe545e01cd5d314e.jpg,train,0,1
bone-cancer_train_2_1880_png.rf.1249284240b43bf30c9d46d46c6d27d4.jpg,train,1,0
image-no425-normal-_png.rf.12406040062d6dc81989f11d42362b0f.jpg,train,0,1
IMG0000863_jpg.rf.11d429a4a962c5105772ff9cb9766ff5.jpg,train,0,1
download-37-_png.rf.12d33959acfa8004223073bbdc3b7785.jpg,train,0,1
bone-cancer_train_2_1740_png.rf.11e55b60ccd49444da5bc4f99f40a341.jpg,train,1,0
bone-cancer_train_2_1206_png.rf.121e8cbfabc6e3f423825324f1ccf252.jpg,train,1,0
IMG0000744_jpg.rf.1240662c1e3badbc7deab508bd2e671e.jpg,train,0,1
IMG_7986_JPG_jpg.rf.12322a2a8518790b39bc9cbc73b26d53.jpg,train,1,0
rib_4_png.rf.126402f727678f75edc263dac4032db7.jpg,train,1,0
-8-_jpg.rf.12b43a610c7acba9fd71f7614a17b853.jpg,train,0,1
bone-cancer_train_2_224_png.rf.12beecd28850d57eac05e18e7a2e4c84.jpg,train,1,0
bone-cancer_train_2_273_png.rf.12355856149400cce241e16ee9d1aa7a.jpg,train,1,0
bone-cancer_train_2_2417_png.rf.11bf5110b562cf9c1396f4a0911880e7.jpg,train,1,0
158_JPG_jpg.rf.1242fda0b6dd90c6574ea528a70cc298.jpg,train,1,0
IMG0000481_jpg.rf.127ad3b3e6f58431b68bc49309321a6b.jpg,train,0,1
bone-cancer_test_199_png.rf.125e0679a3b800a624f2c445f836b389.jpg,train,1,0
bone-cancer_train_2_2239_png.rf.12fc39b4c12185f65f1fd4e253f56d8f.jpg,train,1,0
image-no719-normal-_png.rf.12fb7cb398769589afc6a779072a92ab.jpg,train,0,1
image-no417-normal-_png.rf.13087338544808b6a127c6009c6015b1.jpg,train,0,1
IMG0000574_jpg.rf.13361b044eb1b987dccca3a4d6859534.jpg,train,0,1
IMG0000500_jpg.rf.132d260827a0dc29b9e22a3cbc6d3568.jpg,train,0,1
IMG0000890_jpg.rf.1379ac3bc4899ee184461deafe72ffaa.jpg,train,0,1
bone-cancer_valid_2_194_png.rf.13225f05b7f5f1d7ee42aee13192d439.jpg,train,1,0
femur_fibrosarcoma_11_PNG.rf.1360d8d32214003fd7344418b7822a7d.jpg,train,1,0
image-no205-normal-_png.rf.1388563f5e316a60cd93a88dad3e77f1.jpg,train,0,1
IMG0000628_jpg.rf.1394f5d414074c827e8a1cf7e3686763.jpg,train,0,1
cspine_13_2_png.rf.139284c0120e187ef86d5b7aaadbf8cb.jpg,train,0,1
image-no534-normal-_png.rf.13c681f4c586677a1965808b96e6055e.jpg,train,0,1
image-no537-normal-_png.rf.135c3da2c9cbdbbf5e6fe4c35e82aeeb.jpg,train,0,1
bone-cancer_train_2_1551_png.rf.130aae25d4baadba152ef2948354008d.jpg,train,1,0
download-10-_png.rf.139807ca6a7d89b588440764e23bbbd3.jpg,train,0,1
IMG0000201_jpg.rf.140a0249accf3740d59154671add404e.jpg,train,0,1
femur_1_1_png.rf.140b1e71ea24dd479342be35721da22d.jpg,train,0,1
image-no476-normal-_png.rf.140177abc50d15f4e9b017aab6917c4f.jpg,train,0,1
tibia_normal_4_PNG.rf.1401783b7e206679d00ce0979acd5eeb.jpg,train,0,1
IMG0000344_jpg.rf.141d207682ce86c1f419d270e57f5628.jpg,train,0,1
IMG_1242_JPG_jpg.rf.1419c8f8614b9c3d46c7c1a663592435.jpg,train,1,0
IMG0000721_jpg.rf.1421af27fd8a749bb74f4cd06a10fca7.jpg,train,0,1
image-no661-normal-_png.rf.14178139e8645a2315f966cced9302c8.jpg,train,0,1
hand_15_2_png.rf.144b2df74a7b72026d52edc8823bb2c7.jpg,train,0,1
femur_ewing_6_PNG.rf.142aeea59fb910e1fb3c79b7f0889902.jpg,train,1,0
bone-cancer_valid_248_png.rf.1444aff4ee8e109f83b28b02a9e99ef1.jpg,train,1,0
bone-cancer_valid_2_311_png.rf.14a7a0ddb75831153f6c277125d7dd24.jpg,train,1,0
160_JPG_jpg.rf.1426e46480a767b9d5948b4b77a0c07b.jpg,train,1,0
IMG_6210_JPG_jpg.rf.147ae986d43d3e08002f980ce64c1276.jpg,train,1,0
bone-cancer_train_2_362_png.rf.14ab7a3999d5c9a6ddd11474d4917fce.jpg,train,1,0
foot_79_png.rf.1482ed0b1f2a496d3ba0fb62151dcee5.jpg,train,1,0
bone-cancer_train_2_2024_png.rf.1480dafa32ee55fc6724f5194f0604d0.jpg,train,1,0
bone-cancer_train_2_1610_png.rf.144f4697803372425c4bcfbf76917040.jpg,train,1,0
bone-cancer_train_2_2363_png.rf.14ac520e683f109302ab653b39839434.jpg,train,1,0
bone-cancer_valid_2_367_png.rf.149461f2c6c5cf79c22efa674fe9a090.jpg,train,1,0
IMG0000562_jpg.rf.14d9e9feb0de7056691800f568a4443e.jpg,train,0,1
image-no684-normal-_png.rf.14d3c8d178044689e441261441830dfb.jpg,train,0,1
bone-cancer_train_2_399_png.rf.14ada45363b56ba73a21ea0734b0e1db.jpg,train,1,0
IMG0000737_jpg.rf.14877f2c83d90285398cb68900e337d3.jpg,train,0,1
bone-cancer_train_2_865_png.rf.14d33c6c295a7ddbb12841d0130db5da.jpg,train,1,0
istockphoto-145905402-612x612_jpg.rf.14c318bec3e24494727ff7301c7ee5ea.jpg,train,0,1
IMG0000399_jpg.rf.14f985d3756b87f318b15b3cd2f94094.jpg,train,0,1
bone-cancer_train_2_839_png.rf.14f2da31a736c471c21a8b79823106c8.jpg,train,1,0
download-20-_png.rf.14e13588ba57171a9f50abb880909afc.jpg,train,0,1
image-no739-normal-_png.rf.151e8231ba810138ffc8b26b9440007f.jpg,train,0,1
IMG0000518_jpg.rf.153c9ddc77312a61df16f374799f984e.jpg,train,0,1
bone-cancer_valid_227_png.rf.15124392496baf6db3ef70ed414abd19.jpg,train,1,0
IMG0000424_jpg.rf.155c734426adec4efaf9986451762be9.jpg,train,0,1
IMG0000635_jpg.rf.1549df8317a2c1f958a3cea384f367a7.jpg,train,0,1
tibia_metastasis_7_PNG.rf.15673f5f46c5964f84424df30551f346.jpg,train,1,0
46_JPG_jpg.rf.1593129020f3cab4178bb5426f358811.jpg,train,1,0
IMG0000458_jpg.rf.157cd0d2b451113f592bea9f0f254c08.jpg,train,0,1
image-no42-normal-_png.rf.15c10eea0b8e8e5753758e83c6f0fb26.jpg,train,0,1
image-no121-normal-_png.rf.15d60f6c36ac0212da4c4adc4dd9f59c.jpg,train,0,1
bone-cancer_train_2_1911_png.rf.159701abd1059aae84c5fc1773b6cb56.jpg,train,1,0
tibia_osteosarcoma_25_PNG.rf.15c428ccec800b3ac494062f7e69cf26.jpg,train,1,0
image-no33-normal-_png.rf.15f3c70e7a65f02f12d9bbb54e73d3ea.jpg,train,0,1
IMG0000041_jpg.rf.15f5bddf44012eec35aa397548d13577.jpg,train,0,1
bone-cancer_test_62_png.rf.160c5720fa8577a2dce4f76386127278.jpg,train,1,0
image-no194-normal-_png.rf.1608efec54b1c2c48a365d88099a5919.jpg,train,0,1
IMG0000860_jpg.rf.160790dc9cc4bc474c84fc99748d2a66.jpg,train,0,1
bone-cancer_valid_311_png.rf.16229bb5f3fc5fafb04755ad2f3e493a.jpg,train,1,0
IMG0000547_jpg.rf.1649a96b863a4c78b1f07107841c9f59.jpg,train,0,1
The-left-humerus-is-intact-shoulder-and-elbow-joints-are-grossly-unremarkable_png.rf.1652c6ccfc0db481f03a917680ff8129.jpg,train,0,1
bone-cancer_train_2_383_png.rf.161b384db4aa03dc9c22db140f2c374f.jpg,train,1,0
image-no668-normal-_png.rf.1615f3f4ec02406f86e3b057fb5f5660.jpg,train,0,1
IMG0000628_jpg.rf.16113124ea2a2ea489e7d20414db9eab.jpg,train,0,1
bone-cancer_train_2_2158_png.rf.1694a923bb819c7a4b723bb8e010e899.jpg,train,1,0
129_JPG_jpg.rf.165ba5cf271ff64abacd73a66b9b5a78.jpg,train,1,0
IMG0000497_jpg.rf.166a6e14df1a42a14fd84e28b62dfd08.jpg,train,0,1
ulna_ewing_3_png.rf.1642e76575e5cb2023d6f36b0b09eecf.jpg,train,1,0
IMG0000537_jpg.rf.16cc7060e610a42787285d2096a08005.jpg,train,0,1
IMG0000260_jpg.rf.16655b2236b9258aca87ab5656a943bd.jpg,train,0,1
bone-cancer_test_4_png.rf.16715d2fcc51783544b5d3ea81b12fba.jpg,train,1,0
IMG0000704_jpg.rf.164c16912dbbd0ab1f367916e0aafd90.jpg,train,0,1
image-no707-normal-_png.rf.16348d26e147119a1ea8d0b901feb82a.jpg,train,0,1
bone-cancer_train_2_1172_png.rf.16e1a149ca5858f0bee67430df138b6c.jpg,train,1,0
bone-cancer_train_2_2475_png.rf.16d44a66469d357d5eb914eaeeb429ce.jpg,train,1,0
image-no453-normal-_png.rf.16c96c67b6630a678e564d4a5da1517b.jpg,train,0,1
foot_4_2_png.rf.1696602c3472c0d3c3057415bbcceabd.jpg,train,0,1
IMG0000508_jpg.rf.16efdefec70b1f3738aeeb7622d2a009.jpg,train,0,1
bone-cancer_valid_365_png.rf.16e6b32f11a60252487f15f1b8204f35.jpg,train,1,0
bone-cancer_valid_2_108_png.rf.174ac63f3619d126ecda2779aa74686b.jpg,train,1,0
IMG0000497_jpg.rf.170ac1e6ee6c14c37f691c7e2badb247.jpg,train,0,1
bone-cancer_train_2_144_png.rf.173f96af9b30c6919117a45acc9d1364.jpg,train,1,0
IMG0000690_jpg.rf.176c424395e1580306007d09fcffc7d6.jpg,train,0,1
bone-cancer_train_2_697_png.rf.173f7d852f33b022be830c0fdfc107c8.jpg,train,1,0
IMG0000730_jpg.rf.180f40cb34026b79f9f570aa3a124086.jpg,train,0,1
IMG0000508_jpg.rf.17f9aa45ded5644dad119d139876d96c.jpg,train,0,1
IMG0000591_jpg.rf.177698aa4a1381276b21c7dccf30a732.jpg,train,0,1
IMG0000820_jpg.rf.17f387ed2926a943faef81c239e27151.jpg,train,0,1
image-no294-normal-_png.rf.17a7d5dd2790500250d9a28a887e1a59.jpg,train,0,1
IMG0000512_jpg.rf.17d9697fbd07b46bd5776663077afa01.jpg,train,0,1
IMG0000778_jpg.rf.17bb81843c289aff53fe6cbe93c0a25b.jpg,train,0,1
IMG0000865_jpg.rf.183ec22fd13eefdd927fdf55b0ec5085.jpg,train,0,1
chest_4_1_png.rf.184b0edaa4a8f4f8fbe06de31cbd1582.jpg,train,0,1
bone-cancer_valid_80_png.rf.17753ea77dff17e1ff26b3666ce85078.jpg,train,1,0
bone-cancer_train_2_1529_png.rf.18003530748d54a7336431ba9ca31502.jpg,train,1,0
bone-cancer_train_2_1954_png.rf.1859347c8cf5051a719aa42f2cb3f09c.jpg,train,1,0
IMG_8650_JPG_jpg.rf.18535456a87bdb8933f2bfbf1810d7b3.jpg,train,1,0
